-3.92260,36.75588,"FTRA A300 A-7 Km 288.74 Túnel Torrox DIR Almería" 
-4.16106,40.71673,"FTRA A300 AP-6 Km 56.6 Túnel II Guadarrama DIR Coruña" 
-1.17493,37.93999,"FTRA A951 RM-603 cruce RM-611 DIR E" 
-1.19040,37.93567,"FTRA A951 RM-603 n75 DIR W" 
-8.49515,42.91740,"FTRA ANGE N-550 Km 56.1 DIR SW" 
-5.86493,37.09597,"FTRA AÑIL N-IV Km 578 DIR SE" 
-7.02716,43.54292,"FTRA BARL A-8 Km 504.2 DIR E Puente dl santos" 
-7.04208,43.54288,"FTRA BARL A-8 Km 506 DIR W Puente dl santos" 
-6.17613,36.46777,"FTRA BARL CA-33 Km 13 DIR E" 
-6.20533,36.46991,"FTRA BARL CA-33 Km 8.3 DIR SW" 
-4.10761,40.66987,"FTRA CALL AP-6 Km 49.29 Túnel III Guadarrama DIR Madrid" 
-1.71068,37.68442,"FTRA CAND A-7 Km 634.5 DIR N" 
-1.70974,37.66990,"FTRA CAND A-7 Km 635.950 DIR S" 
-5.87557,42.84605,"FTRA CARK AP-66 Km 101 Túnel Barrios de Luna DIR Sevilla" 
-0.41469,39.50445,"FTRA CLF- CV-35 Km 3.5 DIR SE" 
-0.94954,41.61920,"FTRA DUK2 Z-40 Km 29.7 Enlace A-23 DIR Madrid" 
-5.01317,41.85333,"FTRA DUKE N-601 Km 228.2 DIR NNW" 
-16.43954,28.46464,"FTRA DUKE TF-5 Km 22.4 DIR W" 
-4.56018,42.04084,"FTRA EDUS CL-615 Km 1.7 DIR S" 
-4.60430,42.32441,"FTRA EDUS CL-615 Km DIR N" 
-3.49855,38.40741,"FTRA FEGP A-4 Km 245.2 Túnel El Corzo DIR Madrid" 
-13.73325,29.01158,"FTRA FUNK LZ-67 A Km DIR S" 
-13.75720,28.95922,"FTRA FUNK LZ-67 B Km DIR SSW" 
-13.78358,28.95070,"FTRA FUNK LZ-701 Km DIR NE" 
-13.83254,28.88178,"FTRA FUNK LZ-701 Km DIR S" 
-0.77821,39.43336,"FTRA GMB-  A-3 km 318.720 DIR Valencia" 
1.21525,41.13048,"FTRA JAAM A-7 Km 1158 DIR NW" 
1.26096,41.12315,"FTRA JAAM A-7 Km 1163.2 DIR E" 
-4.43957,36.86057,"FTRA JAVI A-45 Km 128.8 Casabermeja DIR Málaga" 
-4.42568,36.77529,"FTRA JAVI A-45 Km 140.275 DIR Málaga" 
2.90491,41.83371,"FTRA KAPE C-65 km 12.145 DIR Llagostera" 
0.59141,40.64882,"FTRA KAPE N-340 km 1074.76 DIR S. Carles Rapita" 
0.58300,40.68744,"FTRA KAPE N-340 km 1079.22 DIR Amposta" 
-4.68801,36.49843,"FTRA LOGA A-7 Km 200.15 DIR Cádiz" 
-4.63735,36.50850,"FTRA LOGA A-7 Km 205.3 DIR Málaga" 
-3.69648,40.37855,"FTRA LUPA Madrid Av. De Córdoba 41 DIR salida" 
1.69137,41.21198,"FTRA MELL  C-31 Km 150 DIR SW" 
1.75242,41.23921,"FTRA MELL C-31 Km 157 DIR E" 
-7.34925,43.38325,"FTRA PDIZ A-8 Km 545.150 DIR NE" 
-7.40739,43.37759,"FTRA PDIZ A-8 Km 550.2 DIR W" 
-8.08662,43.52497,"FTRA PDIZ AG-64 Km 12.8 DIR NNW" 
-8.15701,43.49300,"FTRA PDIZ AP-9F Km 31.13 Túnel O Sartego DIR Ferrol" 
-8.33769,42.17967,"FTRA PDXO A-52 Km 279.8 DIR E" 
-8.37196,42.17385,"FTRA PDXO A-52 Km 281.6 DIR W" 
1.53305,42.51073,"FTRA PLAY Tunel Pont Pla DIR Andorra" 
1.52057,42.52956,"FTRA PLAY Tunel Pont Pla DIR La Massana" 
2.18183,41.44628,"FTRA RCAR B-20 Km 1 DIR E" 
0.56145,40.71832,"FTRA RCRI AP-7 Km 325 DIR NE" 
1.07452,41.64420,"FTRA ROBS A-2 Km 501.5 DIR SW" 
1.12715,41.65783,"FTRA ROBS A-2 Km 506.6 DIR E" 
1.47060,41.63083,"FTRA ROBS A-2 Km 539 DIR W" 
1.53459,41.60749,"FTRA ROBS A-2 Km 545.3 DIR SE" 
-5.06904,36.59236,"FTRA ROBS A-397 Km 28.0 DIR N" 
-5.06766,36.58136,"FTRA ROBS A-397 Km 30.050 DIR S" 
-5.44367,43.48735,"FTRA ROBS A-8 Km 355.9 DIR W" 
-8.49904,43.28959,"FTRA ROBS AG-55 Km 11.7 DIR E" 
2.06479,41.47173,"FTRA ROBS C-16 Km 10.6 DIR N F110" 
2.06909,41.44599,"FTRA ROBS C-16 Km 7.5 DIR S F110" 
2.24847,41.57326,"FTRA ROBS C-17 Km 16.2 DIR SSW" 
2.26009,41.58981,"FTRA ROBS C-17 Km DIR SSW" 
2.17380,41.46638,"FTRA ROBS C-58 Km 1.8 DIR SE  SOLO BUS-VAO" 
2.09606,41.52468,"FTRA ROBS C-58 Km 12.0 DIR S F120 Final II" 
2.08887,41.53507,"FTRA ROBS C-58 Km 13.5 DIR SSE F120 Final I" 
2.16310,41.47336,"FTRA ROBS C-58 Km 3.0 DIR N  SOLO BUS-VAO" 
2.11344,41.50515,"FTRA ROBS C-58 Km 9.0 DIR E Final III" 
3.00176,42.00432,"FTRA ROBS C-66 Km 15.9 DIR SE" 
2.92144,42.03916,"FTRA ROBS C-66 Km 24.7 DIR WSW" 
1.48218,42.44722,"FTRA ROBS CG-1 Km DIR N" 
1.47346,42.43618,"FTRA ROBS CG-1 Km DIR SW" 
