-4.12841,40.69907,"ITRA A300 F100 AP-6 Km 53.1 Túnel II Guadarrama DIR Coruña" 
-1.17493,37.93999,"ITRA A951 F090 RM-603 cruce RM-611 DIR W" 
-1.19040,37.93567,"ITRA A951 F090 RM-603 n75 DIR O" 
-8.48402,42.92550,"ITRA ANGE F090 N-550 Km DIR SW" 
-4.16521,40.71423,"ITRA CALL F100 AP-6 Km 56.81 Túnel III Guadarrama DIR Madrid" 
-1.71100,37.68021,"ITRA CAND F080 A-7 Km 635.0 DIR S" 
-1.70786,37.67276,"ITRA CAND F080 A-7 Km 635.5 DIR N" 
-5.87569,42.86313,"ITRA CARK F100 AP-66 Km 99.18 Túnel Barrios de Luna DIR Sevilla" 
-0.91554,41.60877,"ITRA DUK2 F120 Z-40 Km 26.6 Enlace A-23 DIR Madrid" 
-3.50807,38.37863,"ITRA GTO- F100 A-4 Km 249.8 Túnel La Cantera DIR Madrid" 
-3.93607,36.75539,"ITRA IRIB F100 A-7 Km 287.63 Túnel Torrox DIR Almería" 
-4.42337,36.88313,"ITRA JAVI F080 A-45 Km 126.0 Casabermeja DIR Málaga" 
-4.44559,36.82035,"ITRA JAVI F080 A-45 Km 134.225 DIR Málaga" 
2.88302,41.87140,"ITRA KAPE F100 C-65 km 17.220 DIR Llagostera" 
0.59141,40.64882,"ITRA KAPE F100 N-340 km 1074.76 DIR Amposta" 
0.58300,40.68744,"ITRA KAPE F100 N-340 km 1079.22 DIR S. Carles Rapita" 
-4.68791,36.49836,"ITRA LOGA F080 A-7 Km 200.15 DIR Málaga" 
-4.63744,36.50859,"ITRA LOGA F080 A-7 Km 205.3 DIR Cádiz" 
-3.69936,40.38755,"ITRA LUPA Madrid Av. De Córdoba 2 DIR salida" 
-0.79996,39.42891,"ITRA PABL F100 A-3 km 316.825 DIR Valencia" 
-8.15735,43.48234,"ITRA PDIZ F090 AP-9 Km 29.93 Túnel O Sartego DIR Ferrol" 
-7.39920,43.37869,"ITRA PDIZ F100 A-8 Km 550 DIR E" 
-8.03438,43.49930,"ITRA PDIZ F120 AG-64 Km 18.4 DIR E" 
1.52399,42.51907,"ITRA PLAY F060 Tunel Pont Pla DIR Andorra" 
1.53305,42.51073,"ITRA PLAY F060 Tunel Pont Pla DIR La Massana" 
0.45451,40.58161,"ITRA RCRI F120 AP-7 Km 343 DIR NE" 
2.16131,41.43983,"ITRA ROBS F060 B-20 Karl Marx DIR E" 
-1.27100,37.57448,"ITRA ROBS F060 RM-332 Km 30.6 DIR NW" 
-1.30278,37.59089,"ITRA ROBS F060 RM-332 Km 33.9 DIR SE" 
0.76505,42.62311,"ITRA ROBS F080 N-230 Km 150.55 Túnel Vielha DIR Francia" 
0.77814,42.67182,"ITRA ROBS F080 N-230 Km 156.15 Túnel Vielha DIR Lérida" 
-8.52716,43.27675,"ITRA ROBS F100 AG-55 Km 14.8 DIR NNE" 
2.09606,41.52468,"ITRA ROBS F120 C-58 Km 12.0 DIR S Inicio III  Alcampo" 
2.08887,41.53507,"ITRA ROBS F120 C-58 Km 13.5 DIR SSE Inicio II" 
2.07517,41.54274,"ITRA ROBS F120 C-58 Km 15.0 DIR E Inicio I" 
-3.61123,40.36713,"ITRA ROBS Puentedey DIR NW" 
-7.85462,42.36854,"ITRA RODA F070 N-525 Km 242.2 DIR N" 
1.86136,42.17381,"ITRA SGTA F060 C-16 Km DIR S" 
2.84630,41.97647,"ITRA SGTA F080 N-II Km 716.6 DIR N" 
2.84686,42.00389,"ITRA SGTA F080 N-II Km 719.6 DIR S" 
1.55458,42.51872,"ITRA SGTA F080 TDV DIR NW" 
1.52094,42.52997,"ITRA SGTA F080 TDV DIR SE" 
2.80237,41.93119,"ITRA SGTA F100 N-II Km 709.350 DIR NNE" 
2.83856,41.95683,"ITRA SGTA F100 N-II Km 714.3 DIR SW 2" 
-5.75047,42.52935,"ITRA TXEM F100 N-120 Km DIR NE" 
-8.33849,42.17978,"ITRA VICT F100 A-52 Km 279.8 DIR W" 
-8.36933,42.17443,"ITRA VICT F100 A-52 Km 281.6 DIR E" 
-8.66121,42.24058,"ITRA VICT F100 AP-9 Km 155.2 DIR W" 
